user_id,domain,level,priority,is_on_time,free_time_rto,punct_score
821,0,0,0,1,0.452,1.0
133,6,3,3,1,0.356,1.0
120,1,3,2,1,0.024,1.0
560,0,1,3,1,0.493,1.0
815,6,3,1,1,0.275,1.0
129,9,1,2,1,0.456,1.0
555,5,1,1,1,0.31,1.0
479,7,2,1,1,0.769,1.0
580,9,0,0,1,0.415,1.0
888,9,1,3,0,0.0,0.863
805,9,1,1,1,0.232,1.0
779,4,3,1,1,0.829,1.0
641,6,0,1,1,0.66,1.0
840,0,3,1,1,0.132,1.0
476,8,3,0,1,0.132,1.0
678,0,3,2,1,0.713,1.0
555,6,2,1,1,0.593,1.0
711,1,3,1,1,0.653,1.0
824,7,3,3,1,0.637,1.0
793,5,2,2,1,0.613,1.0
225,7,2,2,1,0.054,1.0
683,10,1,2,1,0.305,1.0
914,6,0,1,1,0.153,1.0
820,10,3,1,1,0.281,1.0
89,7,2,1,1,0.314,1.0
996,3,1,1,1,0.596,1.0
996,1,0,2,1,0.182,1.0
638,5,3,3,1,0.289,1.0
10,6,1,0,1,0.373,1.0
188,9,3,3,1,0.336,1.0
352,6,0,3,1,0.432,1.0
225,1,2,1,1,0.462,1.0
70,7,0,3,1,0.495,1.0
3,4,1,3,1,0.34,1.0
572,5,1,2,1,0.429,1.0
424,4,0,1,1,0.69,1.0
367,5,2,3,1,0.514,1.0
968,6,2,2,1,0.394,1.0
167,0,2,2,1,0.364,1.0
910,3,3,3,1,0.469,1.0
753,4,3,0,1,0.275,1.0
150,6,3,0,1,0.589,1.0
205,8,3,3,1,0.643,1.0
296,10,2,0,1,0.443,1.0
192,10,2,1,1,0.254,1.0
677,5,2,2,1,0.246,1.0
265,4,1,0,1,0.807,1.0
982,7,3,1,1,0.077,1.0
192,10,2,1,1,0.925,1.0
108,8,0,3,0,0.0,0.7
848,4,1,2,1,0.319,1.0
574,2,3,2,1,0.408,1.0
997,1,0,1,1,0.11,1.0
145,2,0,2,1,0.688,1.0
334,10,2,3,1,0.28,1.0
320,5,0,0,1,0.281,1.0
988,2,3,3,1,0.548,1.0
510,1,2,0,1,0.251,1.0
408,7,3,1,1,0.226,1.0
67,3,3,0,1,0.583,1.0
357,0,3,2,1,0.327,1.0
317,4,2,2,1,0.465,1.0
313,4,1,1,1,0.44,1.0
213,8,1,2,1,0.421,1.0
3,0,2,3,1,0.055,1.0
722,10,3,1,0,0.0,0.6619999999999999
309,5,2,3,1,0.497,1.0
784,7,3,0,1,0.407,1.0
170,9,1,1,1,0.437,1.0
83,9,2,0,1,0.06,1.0
39,0,3,3,1,0.309,1.0
183,6,1,3,1,0.089,1.0
808,5,3,3,1,0.217,1.0
394,2,0,2,1,0.29,1.0
763,5,0,3,1,0.292,1.0
165,6,0,0,1,0.057,1.0
81,9,0,3,1,0.398,1.0
826,10,2,3,1,0.666,1.0
922,2,3,2,1,0.342,1.0
910,7,1,3,1,0.257,1.0
771,6,2,3,1,0.1,1.0
45,8,2,3,1,0.621,1.0
614,1,0,2,1,0.308,1.0
959,2,0,0,1,0.276,1.0
501,1,0,2,0,0.0,0.14800000000000002
345,6,2,3,1,0.432,1.0
258,0,2,2,0,0.0,0.702
89,2,1,2,1,0.501,1.0
485,10,3,2,1,0.06,1.0
497,5,0,3,1,0.552,1.0
364,8,0,1,0,0.0,0.46799999999999997
158,2,0,0,1,0.445,1.0
839,3,0,0,0,0.0,0.794
72,1,2,0,1,0.366,1.0
313,0,0,1,1,0.131,1.0
535,7,3,0,1,0.468,1.0
215,2,3,3,1,0.2,1.0
206,9,0,1,1,0.31,1.0
393,9,1,1,1,0.221,1.0
6,1,1,0,1,0.466,1.0
27,1,0,3,1,0.499,1.0
639,5,1,3,1,0.119,1.0
20,0,3,3,1,0.165,1.0
670,5,0,2,0,0.0,0.8220000000000001
98,0,2,1,1,0.552,1.0
655,7,3,0,1,0.213,1.0
73,5,0,0,1,0.254,1.0
696,4,0,1,1,0.215,1.0
171,5,3,2,1,0.224,1.0
721,8,2,3,1,0.537,1.0
91,6,0,3,1,0.306,1.0
642,2,0,0,1,0.326,1.0
140,9,3,2,1,0.374,1.0
977,1,1,0,1,0.302,1.0
996,2,2,2,1,0.483,1.0
564,6,2,3,1,0.221,1.0
985,6,0,3,1,0.156,1.0
254,1,3,1,1,0.514,1.0
327,3,2,2,1,0.404,1.0
166,6,0,0,1,0.595,1.0
644,6,3,0,1,0.162,1.0
790,10,2,1,1,0.689,1.0
677,6,3,1,1,0.144,1.0
69,0,1,1,0,0.0,0.363
454,6,1,0,1,0.664,1.0
897,1,0,1,1,0.691,1.0
322,8,2,0,1,0.432,1.0
90,9,0,1,1,0.217,1.0
405,6,2,2,1,0.379,1.0
298,0,1,0,0,0.0,0.7130000000000001
194,6,1,3,1,0.732,1.0
598,1,0,0,1,0.363,1.0
428,10,2,2,1,0.239,1.0
725,3,1,0,1,0.22,1.0
676,4,3,3,1,0.576,1.0
870,1,0,1,1,0.345,1.0
536,6,0,3,1,0.255,1.0
559,5,0,2,1,0.287,1.0
949,4,3,0,1,0.638,1.0
211,0,3,1,1,0.35,1.0
470,8,0,3,1,0.19,1.0
168,2,3,1,1,0.301,1.0
473,8,0,2,1,0.227,1.0
976,8,1,0,1,0.241,1.0
749,5,2,3,1,0.754,1.0
994,10,1,3,1,0.473,1.0
880,6,2,3,1,0.33,1.0
938,0,3,0,1,0.089,1.0
436,5,1,2,1,0.706,1.0
942,4,0,1,1,0.16,1.0
314,4,0,1,1,0.108,1.0
702,0,2,0,1,0.275,1.0
181,8,1,2,1,0.477,1.0
998,7,1,2,1,0.532,1.0
618,6,3,1,1,0.478,1.0
882,9,3,3,0,0.0,0.755
909,8,1,2,0,0.0,0.36
951,6,2,2,1,0.167,1.0
150,5,0,3,1,0.157,1.0
657,1,3,2,1,0.239,1.0
395,10,1,1,0,0.0,0.935
157,5,3,1,1,0.399,1.0
869,0,3,2,1,0.177,1.0
362,7,3,3,1,0.275,1.0
41,7,2,1,1,0.359,1.0
899,4,3,0,1,0.724,1.0
292,6,2,2,1,0.181,1.0
485,8,1,3,1,0.504,1.0
249,7,2,3,1,0.193,1.0
289,6,2,1,1,0.2,1.0
589,6,0,2,1,0.379,1.0
146,3,3,0,1,0.957,1.0
431,6,3,1,1,0.556,1.0
366,8,0,0,1,0.403,1.0
748,5,3,2,1,0.577,1.0
775,1,1,1,1,0.117,1.0
993,2,1,2,1,0.419,1.0
420,4,3,3,1,0.521,1.0
373,7,0,0,1,0.668,1.0
773,6,2,0,1,0.484,1.0
232,5,2,3,1,0.195,1.0
823,7,0,3,1,0.342,1.0
869,4,2,3,1,0.225,1.0
191,3,2,3,1,0.544,1.0
456,5,1,0,1,0.533,1.0
414,1,1,3,1,0.171,1.0
356,5,2,3,1,0.217,1.0
740,7,1,2,1,0.631,1.0
838,2,3,2,0,0.0,0.403
51,4,0,1,1,0.896,1.0
507,8,0,0,1,0.285,1.0
375,0,3,1,1,0.692,1.0
502,4,2,0,1,0.38,1.0
517,0,3,2,1,0.82,1.0
655,7,0,3,1,0.613,1.0
500,7,1,2,1,0.49,1.0
789,9,3,2,1,0.077,1.0
241,3,1,0,1,0.741,1.0
933,8,0,3,1,0.69,1.0
829,3,0,3,1,0.596,1.0
686,8,3,0,1,0.605,1.0
180,3,3,2,0,0.0,0.594
511,5,0,3,1,0.14,1.0
627,7,2,0,1,0.478,1.0
791,9,0,3,1,0.768,1.0
228,3,3,3,1,0.32,1.0
312,5,1,2,1,0.491,1.0
404,9,2,1,1,0.248,1.0
537,5,0,2,1,0.252,1.0
325,5,0,0,1,0.455,1.0
773,6,1,3,1,0.723,1.0
717,5,2,0,1,0.414,1.0
900,6,3,1,1,0.034,1.0
467,5,1,3,0,0.0,0.505
731,6,3,2,1,0.532,1.0
288,10,1,0,1,0.105,1.0
605,9,3,2,1,0.456,1.0
56,3,3,3,1,0.193,1.0
215,7,2,2,1,0.168,1.0
21,10,3,0,1,0.659,1.0
245,5,1,0,1,0.54,1.0
550,4,2,3,1,0.215,1.0
127,9,2,0,1,0.68,1.0
322,9,2,2,1,0.175,1.0
910,2,1,3,1,0.867,1.0
605,8,0,2,1,0.654,1.0
148,9,3,1,1,0.176,1.0
714,6,3,2,1,0.216,1.0
421,2,0,0,1,0.445,1.0
41,7,0,2,1,0.405,1.0
415,0,1,3,1,0.825,1.0
375,4,2,3,1,0.613,1.0
978,0,3,3,1,0.01,1.0
166,5,1,2,1,0.639,1.0
486,3,1,0,1,0.559,1.0
577,6,2,3,1,0.405,1.0
588,10,0,1,1,0.201,1.0
546,10,2,0,1,0.443,1.0
214,9,3,2,0,0.0,0.43500000000000005
699,2,0,2,0,0.0,0.737
519,8,3,3,1,0.741,1.0
741,8,0,0,1,0.312,1.0
782,0,3,0,1,0.531,1.0
851,10,0,0,1,0.67,1.0
909,9,3,1,1,0.255,1.0
519,10,0,2,1,0.454,1.0
129,10,0,3,1,0.183,1.0
801,3,1,1,1,0.451,1.0
0,4,3,3,1,0.206,1.0
146,3,1,2,1,0.179,1.0
353,8,1,0,1,0.628,1.0
707,6,2,3,1,0.12,1.0
975,8,0,3,1,0.364,1.0
425,5,3,2,1,0.456,1.0
680,5,2,0,1,0.323,1.0
949,0,1,3,1,0.082,1.0
942,4,1,1,1,0.096,1.0
284,2,3,2,1,0.324,1.0
252,5,3,3,1,0.712,1.0
653,4,0,1,1,0.776,1.0
3,4,3,3,1,0.654,1.0
507,9,0,0,1,0.296,1.0
844,9,3,1,1,0.882,1.0
777,6,1,0,1,0.383,1.0
912,6,1,1,1,0.872,1.0
267,8,3,2,1,0.153,1.0
954,6,2,1,1,0.556,1.0
198,5,3,1,1,0.394,1.0
734,8,0,3,1,0.04,1.0
557,4,1,0,1,0.282,1.0
627,1,2,0,1,0.347,1.0
578,6,0,2,1,0.447,1.0
56,7,0,2,1,0.421,1.0
121,5,2,1,1,0.313,1.0
818,7,3,0,1,0.506,1.0
621,10,3,3,1,0.644,1.0
970,7,1,1,0,0.0,0.8140000000000001
10,6,0,1,1,0.359,1.0
208,5,2,3,1,0.792,1.0
143,4,1,1,1,0.387,1.0
463,0,0,3,1,0.625,1.0
726,1,3,3,1,0.206,1.0
574,7,0,0,1,0.358,1.0
193,0,2,3,1,0.125,1.0
576,4,2,3,1,0.358,1.0
581,10,1,3,0,0.0,0.42400000000000004
521,7,0,2,1,0.058,1.0
100,7,3,3,1,0.355,1.0
167,0,1,3,1,0.669,1.0
753,0,3,1,1,0.265,1.0
788,6,2,3,1,0.396,1.0
980,4,3,3,1,0.324,1.0
658,9,1,2,1,0.311,1.0
636,4,2,0,1,0.356,1.0
252,5,2,3,1,0.398,1.0
237,8,3,3,1,0.192,1.0
329,1,2,2,1,0.112,1.0
600,8,1,0,1,0.578,1.0
519,8,1,2,1,0.578,1.0
797,4,2,2,1,0.425,1.0
559,5,3,1,1,0.394,1.0
986,5,0,2,1,0.389,1.0
72,2,3,0,1,0.33,1.0
328,9,2,3,1,0.297,1.0
535,2,3,3,1,0.412,1.0
887,0,0,0,1,0.501,1.0
675,6,2,1,1,0.623,1.0
204,8,3,2,1,0.315,1.0
324,8,3,3,1,0.019,1.0
59,4,0,0,1,0.564,1.0
432,6,3,0,1,0.539,1.0
792,10,3,1,0,0.0,0.17500000000000004
951,5,3,1,1,0.425,1.0
177,10,1,1,1,0.625,1.0
373,7,1,1,1,0.323,1.0
572,5,1,2,1,0.171,1.0
31,0,0,2,0,0.0,0.30300000000000005
986,6,2,0,1,0.13,1.0
492,4,1,2,1,0.199,1.0
624,5,3,3,1,0.357,1.0
867,3,0,1,1,0.215,1.0
911,9,1,1,1,0.497,1.0
194,6,3,0,1,0.648,1.0
598,2,1,1,1,0.161,1.0
125,8,2,1,1,0.367,1.0
606,6,2,1,1,0.432,1.0
182,4,0,2,1,0.131,1.0
337,9,3,2,1,0.42,1.0
505,10,3,2,1,0.445,1.0
831,4,1,2,1,0.347,1.0
99,10,0,1,1,0.32,1.0
451,1,0,2,1,0.241,1.0
540,9,2,3,0,0.0,0.741
43,0,0,0,1,0.491,1.0
324,8,2,3,1,0.422,1.0
552,4,0,2,1,0.527,1.0
908,5,1,0,1,0.363,1.0
955,6,3,3,1,0.497,1.0
120,1,1,1,1,0.527,1.0
527,10,0,2,0,0.0,0.795
832,6,0,2,1,0.37,1.0
892,4,1,0,1,0.215,1.0
600,9,1,2,1,0.284,1.0
996,1,0,0,1,0.168,1.0
528,6,0,1,1,0.202,1.0
959,7,0,2,1,0.244,1.0
991,0,1,2,1,0.255,1.0
839,7,0,1,1,0.501,1.0
579,4,3,0,1,0.502,1.0
8,10,2,0,1,0.206,1.0
203,8,0,2,1,0.385,1.0
505,10,2,3,1,0.166,1.0
230,7,2,3,1,0.3,1.0
159,8,1,2,1,0.279,1.0
268,6,3,0,1,0.128,1.0
392,5,1,1,1,0.276,1.0
196,2,2,2,0,0.0,0.474
